,kind,link,name,pitch,joined,location,market,size,stage,raised,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric,followers,following,tweets
248,Startup,https://angel.co/company/hcprtc-telehealth-networks,HCPRTC - Telehealth Networks,"
THE FUTURE OF HEALTHCARE DELIVERY AND  WORKFORCE GROUP COLLABORATION
",5/1/2013,San Francisco,Real Time,10-Jan,Seed,35000,HCPRTC.COM,7.071232877,4949.631926,0,0,5,0,0,0
249,Startup,https://angel.co/company/wellpepper,Wellpepper,"
Clinically validated mobile care plans and patient reported outcomes
",5/1/2013,Seattle,Mobile Health,10-Jan,Seed,176097,wellpepper.com,7.071232877,24903.29523,0,0,5,1089,1053,5263
250,Startup,https://angel.co/company/clicky-2,Clickypass,"
Clickypass is a membership program for fitness classes and activities
",2/1/2014,Miami,Fitness,Nov-50,Seed,125000,clickpass.com,6.315068493,19793.92625,0,0,25,0,0,0
251,Startup,https://angel.co/company/prohealth-mobile,ProHealth Mobile,"
 The Productive HealthCare Cloud
",8/1/2013,Earth,Mobile Health,10-Jan,Seed,27000,prohealth.mobi,6.819178082,3959.421454,0,0,5,0,0,0
252,Startup,https://angel.co/company/gethealthy-2,GetHealthy,"
Patient engagement software and services powering the Direct Primary Care revolution
",10/1/2013,-,Mobile Health,10-Jan,Seed,200000,gethealthy.com,6.652054795,30065.89786,0,0,5,905,1807,1506
253,Startup,https://angel.co/company/collabobeat,Collabobeat,"
Slack for doctors and their patients, in Oncology
",9/1/2013,Fermo,Mobile Health,10-Jan,Seed,25000,collabobeat.com,6.734246575,3712.367779,0,0,5,278,102,1659
254,Startup,https://angel.co/company/swan-sleep-solutions,SWAN Sleep Solutions,"
Corporate Wellness Rests on Sleep
",12/1/2013,Mountain View,Corporate Wellness,10-Jan,Seed,100000,SwanMedical.com,6.484931507,15420.36333,0,0,5,0,0,0
255,Startup,https://angel.co/company/medpac-technologies,MedPAC Technologies,"
Web/mobile applications for Long-term and Post Acute Care
",9/1/2014,New Albany,Hospitals,10-Jan,Seed,100000,medpactech.com,5.734246575,17439.08266,0,0,5,0,0,0
256,Startup,https://angel.co/company/nuvenote,Nuvenote,"
Intuitive appointment notes for doctors
",2/1/2014,Paris,Mobile Health,10-Jan,Seed,50000,nuvenote.com,6.315068493,7917.570499,0,0,5,149,470,986
257,Startup,https://angel.co/company/dochelp,DocHelp,"
Expedia for Healthcare
",5/1/2016,Seattle,Heathcare,10-Jan,Seed,160000,DocHelp.com,4.068493151,39326.59933,0,0,5,10,39,0
258,Startup,https://angel.co/company/kuveda,Kuveda,"
Big Data Analytics for Cancer Therapeutics
",5/1/2014,San Jose,Therapeutics,10-Jan,Seed,70000,kuveda.com,6.071232877,11529.78339,0,0,5,186,92,228
259,Startup,https://angel.co/company/doctordice-com,Docademic.com,"
Global collaborative communications system exclusively for Doctors
",9/1/2014,Mexico,Doctors,,Seed,150000,Docademic.com,5.734246575,26158.62398,0,0,,0,0,0
260,Startup,https://angel.co/company/sportly-2,SPORTLY,"
the business booster for fitness professionals
",2/1/2015,Klagenfurt,Fitness,10-Jan,Closed,127650,sportly.co,5.315068493,24016.62371,0,0,5,1377,275,82
261,Startup,https://angel.co/company/bairo,Bairo,"
Redefining healthcare by data
",11/1/2015,Tampa,SaaS,Nov-50,Seed,125000,bairocorp.com,4.567123288,27369.52609,0,0,25,5,5,19
262,Startup,https://angel.co/company/futbol-fit-club-1,Futbol Fit Club,"
We are Zumba for soccer fans
",6/1/2016,Bogota,Fitness,10-Jan,Seed,70000,futbolfitclub.com,3.983561644,17572.21458,0,0,5,0,0,0
263,Startup,https://angel.co/company/simplifit,SimpliFit,"
Weight Loss for the 21st Century
",11/1/2013,San Francisco,Fitness,10-Jan,Seed,20000,getSimpliFit.com,6.567123288,3045.473509,0,0,5,20,27,28
264,Startup,https://angel.co/company/classpass,ClassPass,"
One app for the best fitness classes
",7/1/2011,Sydney,Fitness,501-1000,Series C,84000000,classpass.com,8.906849315,9430944.325,1,1,750,31033,8157,58084
265,Startup,https://angel.co/company/fabricgenomics,Fabric Genomics,"
Global healthcare platform for genomics-driven precision medicine, proven AI algorithms
",7/1/2013,Oakland,Bioinformatics,Nov-50,Series B,23000000,fabricgenomics.com,6.904109589,3331349.206,1,1,25,0,0,0
266,Startup,https://angel.co/company/cloudprime-quickdrop,CloudPrime QuickDrop‚Ñ¢,"
Endpoint Encryption for private delivery of files & application messages
",7/1/2011,San Francisco,Data Security,Nov-50,Series B,2000000,quickdropit.com,8.906849315,224546.2934,0,0,25,0,0,0
267,Startup,https://angel.co/company/agilemd,AgileMD,"
EHR-integrated pathways, analytics, and scoring tools
",3/1/2012,San Francisco,Health Care Information Technology,10-Jan,Seed,2500000,agilemd.com,8.238356164,303458.5966,1,0,5,482,95,233
268,Startup,https://angel.co/company/lark-3,Lark,"
Lark's AI digital care platform enables virtual management of diabetes and heart disease
",6/1/2013,Silicon Valley,Consumer Electronics,51-200,Series C,71700000,lark.com,6.98630137,10262941.18,1,1,125,551,1546,6214
269,Startup,https://angel.co/company/myfitnesspal,MyFitnessPal,"
Nutrition and fitness tracking
",4/1/2012,San Francisco,Fitness,51-200,Acquired,18000000,myfitnesspal.com,8.153424658,2207661.29,1,1,125,183728,80,13022
270,Startup,https://angel.co/company/doctor-com,Doctor.com,"
The one stop shop for solutions and services for hospitals, clinics, and providers
",6/1/2012,Atlanta,,51-200,Series A,8200000,doctor.com,7.98630137,1026758.148,1,0,125,0,0,0
271,Startup,https://angel.co/company/electronic-health-network,Electronic Health Network,"
Share Medical Records Securely
",4/1/2013,Charleston,Business Services,10-Jan,Seed,1900000,enhsc.com,7.153424658,265607.0471,0,0,5,0,0,0
272,Startup,https://angel.co/company/livesafe,LiveSafe,"
",9/1/2013,-,Sports Stadiums,Nov-50,Series A,15750000,livesafemobile.com,6.734246575,2338791.701,1,1,25,2282,1094,4117
273,Startup,https://angel.co/company/madaket-health,Madaket Health,"
Connecting healthcare providers, insurance companies and intermediaries
",12/1/2014,Cambridge,B2B,Nov-50,Series B,10000000,madakethealth.com,5.484931507,1823176.823,1,0,25,0,0,0
274,Startup,https://angel.co/company/station-x,Station X,"
Decoding genomes for better healthcare
",10/1/2013,San Francisco,Diagnostics,Nov-50,Series A,15875000,stationxinc.com,6.652054795,2386480.643,1,1,25,0,0,0
275,Startup,https://angel.co/company/dmetrics,dMetrics,"
AI for everyone
",9/1/2016,New York City,Machine Learning,Nov-50,Seed,7930000,dmetrics.com,3.731506849,2125146.843,1,0,25,1,6,4
276,Startup,https://angel.co/company/infermedica,Infermedica,"
AI-driven digital health company specialized in tools for preliminary diagnosis and triage
",9/1/2013,Wroc?Çaw,Mobile Health,51-200,Seed,3650000,infermedica.com,6.734246575,542005.6957,1,0,125,2614,1241,1002
277,Startup,https://angel.co/company/resilient-network-systems,Resilient Network Systems,"
Delivering Connected Trust
",6/1/2014,San Francisco,Governments,Nov-50,-,14900000,resilient-networks.com,5.98630137,2489016.018,1,1,25,0,0,0
278,Startup,https://angel.co/company/connectrn,connectRN,"
Digital Nursing Marketplace
",6/1/2014,Baltimore,Hospitals,Nov-50,Series A,3100000,connectrn.com,5.98630137,517848.9703,1,0,25,2252,1193,1509
279,Startup,https://angel.co/company/i-human-patients,i-Human Patients,"
",3/1/2016,Sunnyvale,Education Technology,Nov-50,Series A,2000000,i-human.com,4.235616438,472186.2872,0,0,25,0,0,0
280,Startup,https://angel.co/company/heal,Every.org,"
On-demand doctor house calls
",10/1/2014,-,Sharing Economy,51-200,Series B,48200000,heal.com,5.652054795,8527872.031,1,1,125,0,0,0
281,Startup,https://angel.co/company/aira,Aira,"
Visual Interpreter
",5/1/2015,San Diego,Assisitive Technology,Nov-50,Seed,4080000,aira.io,5.071232877,804538.0875,1,0,25,2367,777,2705
282,Startup,https://angel.co/company/sickweather,Sickweather,"
Waze for sickness
",11/1/2011,Baltimore,Mobile Health,10-Jan,Seed,870000,sickweather.com,8.569863014,101518.5422,0,0,5,3409,941,6094
283,Startup,https://angel.co/company/handle-my-health,Handle My Health,"
Reclaim your health
",6/1/2012,London,Internet of Things,10-Jan,Acquired,404882,handlemyhealth.com,7.98630137,50697.06003,0,0,5,0,0,0
284,Startup,https://angel.co/company/speechtrans-1,SpeechTrans,"
World's Most Advanced Language Translator
",3/1/2012,Lyndhurst,SaaS,Nov-50,Seed,320000,speechtrans.com,8.238356164,38842.70037,0,0,25,7053,4450,129294
285,Startup,https://angel.co/company/clickcare,ClickCare,"
Simple, secure, spectacular hybrid store and forward telemedicine
",3/1/2012,Binghamton,mHealth,10-Jan,Seed,500000,clickcare.com,8.238356164,60691.71932,0,0,5,1277,2003,4538
286,Startup,https://angel.co/company/gipis,Gipis,"
Personal training plans for runners
",4/1/2012,-,Fitness,10-Jan,Seed,300000,gip.is,8.153424658,36794.35484,0,0,5,3,19,0
287,Startup,https://angel.co/company/evinance,Evinance,"
Personalized Decision Support for Doctors and Patients
",8/1/2012,Montreal,Personal Health,10-Jan,Acquired,392000,evinance.com,7.819178082,50133.14646,0,0,5,27,25,38
288,Startup,https://angel.co/company/credsimple,CredSimple,"
Helping healthcare organizations become more responsive to providers, members and patients
",3/1/2013,New York City,Hospitals,Nov-50,Seed,1500000,credsimple.com,7.238356164,207229.3717,0,0,25,1044,2827,5697
289,Startup,https://angel.co/company/image32,image32,"
A disruptive approach to medical image sharing
",3/1/2013,Menlo Park,Cloud Computing,10-Jan,Acquired,600000,image32.com,7.238356164,82891.74868,0,0,5,346,912,123
290,Startup,https://angel.co/company/luminate-health,Luminate Health,"
Helping patients access and understand their lab results
",2/1/2015,San Mateo,Digital Health,10-Jan,Seed,1000000,luminatehealth.com,5.315068493,188144.3299,0,0,5,0,0,0
291,Startup,https://angel.co/company/healthcentrix,HealthCentrix - Prevvy.co,"
Connected Health Ecosystem beyond the clinic
",7/1/2013,San Francisco Bay Area,Mobile Health,10-Jan,Seed,530000,healthcentrix.com,6.904109589,76765.87302,0,0,5,0,0,0
292,Startup,https://angel.co/company/race-yourself,Race Yourself,"
Gamified Augmented Reality Exercise for Google Glass
",8/1/2013,San Francisco,Fitness,Nov-50,Seed,325000,raceyourself.com,6.819178082,47659.70269,0,0,25,0,0,0
293,Startup,https://angel.co/company/amstatz,amSTATZ,"
Cloud-based software for personal trainers and studios
",2/1/2014,Chicago,Fitness,Nov-50,Seed,1450000,amstatz.com,6.315068493,229609.5445,0,0,25,833,360,2519
294,Startup,https://angel.co/company/ava-me,Ava Accessibility,"
Live subtitles for any conversation. enjoy 24/7 access to conversations around you
",3/1/2014,San Francisco,Communications Hardware,Nov-50,-,1845000,ava.me,6.238356164,295750.9881,0,0,25,0,0,0
295,Startup,https://angel.co/company/tag-bio,Tag.bio,"
DIY data science in healthtech
",9/1/2014,San Francisco,Big Data Analytics,10-Jan,Seed,250000,tag.bio,5.734246575,43597.70664,0,0,5,0,0,0
296,Startup,https://angel.co/company/iscribes,iScribes,"
Medical documentation for the modern physician
",7/1/2015,Durham,SaaS,51-200,Seed,1040000,iscribes.co,4.904109589,212067.0391,0,0,125,2,16,5
297,Startup,https://angel.co/company/carvechi,Carvechi Technology,"
Enterprise data platform 
",10/1/2014,Miami,Entertainment Industry,Nov-50,Seed,300000,carvechitechnology.com,5.652054795,53078.04169,0,0,25,0,0,0
298,Startup,https://angel.co/company/lift-digital,LIFT Digital,"
virtual personal training & marketplace
",2/1/2015,Montreal,Fitness,Nov-50,Seed,1000000,liftsession.com,5.315068493,188144.3299,0,0,25,0,0,0
299,Startup,https://angel.co/company/motispark,MotiSpark,"
Personalized video nudges that keep people motivated
",4/1/2015,Los Angeles,Mental Health,10-Jan,Seed,225000,MotiSpark.com,5.153424658,43660.28708,0,0,5,55,247,203
300,Startup,https://angel.co/company/acrinta,Acrinta,"
Employee Wellness: Making it easier to live better
",4/1/2012,Pittsburgh,Corporate Wellness,10-Jan,Seed,130000,acrinta.com,8.153424658,15944.22043,0,0,5,46,84,6
301,Startup,https://angel.co/company/migym,MiGym,"
Mobile Apps for Fitness Clubs and Class Providers
",1/1/2013,Chicago,Location Based Services,-,Acquired,210000,migymapp.com,7.4,28378.37838,0,0,,5,18,0
302,Startup,https://angel.co/company/clinata,Clinata,"
World's Largest Marketplace for Clinical Research
",9/1/2013,Dallas,Medical Devices,10-Jan,Seed,100000,signup.clinata.com,6.734246575,14849.47111,0,0,5,7,0,0
303,Startup,https://angel.co/company/clicky-2,Clickypass,"
Clickypass is a membership program for fitness classes and activities
",2/1/2014,Miami,Fitness,Nov-50,Seed,125000,clickpass.com,6.315068493,19793.92625,0,0,25,0,0,0
304,Startup,https://angel.co/company/lynxfit,LynxFit (Pivot),"
EXPERT & DATA DRIVEN FITNESS
",10/1/2013,Washington DC,Fitness,10-Jan,Seed,70000,lynxfit.com,6.652054795,10523.06425,0,0,5,0,0,0
305,Startup,https://angel.co/company/healthcareblocks,Healthcare Blocks,"
HIPAA-compliant platform for building and hosting healthcare applications
",2/1/2014,Simi Valley,Mobile Health,10-Jan,Seed,50000,healthcareblocks.com,6.315068493,7917.570499,0,0,5,0,0,0
306,Startup,https://angel.co/company/kuveda,Kuveda,"
Big Data Analytics for Cancer Therapeutics
",5/1/2014,San Jose,Therapeutics,10-Jan,Seed,70000,kuveda.com,6.071232877,11529.78339,0,0,5,186,92,228
307,Startup,https://angel.co/company/sober,Sober,"
The sober social network
",11/1/2014,San Francisco,Online Dating,10-Jan,Seed,150000,sober.ly,5.567123288,26943.89764,0,0,5,0,0,0
308,Startup,https://angel.co/company/drchrono,DrChrono,"
On a mission to fix healthcare
",2/1/2011,Sunnyvale,Medical Devices,51-200,Series A,48725000,drchrono.com,9.317808219,5229234.049,1,1,125,9659,10604,8087
309,Startup,https://angel.co/company/fabricgenomics,Fabric Genomics,"
Global healthcare platform for genomics-driven precision medicine, proven AI algorithms
",7/1/2013,Oakland,Bioinformatics,Nov-50,Series B,23000000,fabricgenomics.com,6.904109589,3331349.206,1,1,25,0,0,0
310,Startup,https://angel.co/company/sickweather,Sickweather,"
Waze for sickness
",11/1/2011,Baltimore,Mobile Health,10-Jan,Seed,870000,sickweather.com,8.569863014,101518.5422,0,0,5,3409,941,6094
311,Startup,https://angel.co/company/evinance,Evinance,"
Personalized Decision Support for Doctors and Patients
",8/1/2012,Montreal,Personal Health,10-Jan,Acquired,392000,evinance.com,7.819178082,50133.14646,0,0,5,27,25,38
312,Startup,https://angel.co/company/vetcloud,VetCloud,"
Using data to transform animal healthcare
",9/1/2012,London,Cloud Management,10-Jan,Seed,400000,vetcloud.co,7.734246575,51718.03046,0,0,5,437,713,307
313,Startup,https://angel.co/company/etobb,eTobb,"
Interactive health platform connecting patients & doctors
",12/1/2012,Beirut,Mobile Health,Nov-50,Seed,326500,etobb.com,7.484931507,43620.97365,0,0,25,1,1,0
314,Startup,https://angel.co/company/sense-health,Sense Health,"
Smart communication designed for healthcare
",12/1/2012,New York City,Mobile Health,Nov-50,Seed,2000000,sensehealth.com,7.484931507,267203.5139,0,0,25,0,0,0
315,Startup,https://angel.co/company/acupera,Acupera,"
Population Health Platform
",3/1/2013,San Francisco,Health Care Information Technology,Nov-50,Series A,4000000,acupera.com,7.238356164,552611.6578,1,0,25,131,337,648
316,Startup,https://angel.co/company/luminate-health,Luminate Health,"
Helping patients access and understand their lab results
",2/1/2015,San Mateo,Digital Health,10-Jan,Seed,1000000,luminatehealth.com,5.315068493,188144.3299,0,0,5,0,0,0
317,Startup,https://angel.co/company/transitscreen,TransitScreen,"
Helping corporate workplaces enhance the commute experience
",5/1/2013,Washington DC,Corporate Wellness,Nov-50,Closed,4475000,transitscreen.com,7.071232877,632845.7962,1,0,25,4412,433,9300
318,Startup,https://angel.co/company/wecounsel,WeCounsel,"
Telemedicine Software Service With An Emphasis In Mental Health
",5/1/2013,Chattanooga,Mental Health,10-Jan,Series A,4400000,wecounsel.com,7.071232877,622239.4421,1,0,5,1512,1616,2717
319,Startup,https://angel.co/company/angelmd,angelMD,"
Equity Crowdfunding for Medical Startups
",7/1/2013,Seattle,Medical Devices,Nov-50,Seed,750000,angelmd.co,6.904109589,108630.9524,0,0,25,6,20,0
320,Startup,https://angel.co/company/rise-2,Rise,"
Affordable & effective 1:1 nutrition coaching
",10/1/2013,San Francisco,,10-Jan,Acquired,2300000,rise.us,6.652054795,345757.8254,1,0,5,2290,289,2404
321,Startup,https://angel.co/company/volt-athletics,Volt Athletics,"
The first performance training AI for everyone
",9/1/2013,Seattle,Fitness,Nov-50,Seed,3791474,voltathletics.com,6.734246575,563013.8365,1,0,25,0,0,0
322,Startup,https://angel.co/company/doctible,Doctible,"
Helping private practices to grow and thrive by driving patient retention
",1/1/2014,San Diego,SaaS,51-200,Seed,4200000,doctible.com,6.4,656250,1,0,125,474,212,503
323,Startup,https://angel.co/company/ringmd,RingMD,"
Our mission is to bring healthcare online & improve access to affordable health services
",5/1/2014,Singapore,Internet of Things,51-200,Seed,500000,ring.md,6.071232877,82355.59567,0,0,125,1299,65,1025
324,Startup,https://angel.co/company/docsapp,DocsApp,"
Making quality healthcare easily accessible to over a billion people! 
",10/1/2015,Bengaluru,Artificial Intelligence,201-500,Series A,8400000,docsapp.in,4.652054795,1805653.71,1,0,350,23,67,94
325,Startup,https://angel.co/company/chai,Chai,"
A biological testing lab on your desktop
",12/1/2014,Santa Clara,Medical Devices,Nov-50,Seed,5000000,chaibio.com,5.484931507,911588.4116,1,0,25,338,209,7743
326,Startup,https://angel.co/company/infometers,Infometers,"
aggregates patient monitoring data, provides a standardized platform
",4/1/2012,Sunnyvale,Mobile Health,10-Jan,Acquired,50000,Infometers.com,8.153424658,6132.392473,0,0,5,0,0,0
327,Startup,https://angel.co/company/treatspace,Treatspace,"
Enterprise health networks for practices and hospitals
",2/1/2014,Pittsburgh,Mobile Health,10-Jan,Seed,25000,treatspace.com,6.315068493,3958.785249,0,0,5,560,433,500
328,Startup,https://angel.co/company/compassmd,CompassMD,"
Relationship-centric yield optimization
",7/1/2013,Cleveland,SaaS,10-Jan,Seed,270000,compassmd.com,6.904109589,39107.14286,0,0,5,0,0,0
329,Startup,https://angel.co/company/gethealthy-2,GetHealthy,"
Patient engagement software and services powering the Direct Primary Care revolution
",10/1/2013,-,Mobile Health,10-Jan,Seed,200000,gethealthy.com,6.652054795,30065.89786,0,0,5,905,1807,1506
330,Startup,https://angel.co/company/collabobeat,Collabobeat,"
Slack for doctors and their patients, in Oncology
",9/1/2013,Fermo,Mobile Health,10-Jan,Seed,25000,collabobeat.com,6.734246575,3712.367779,0,0,5,278,102,1659
331,Startup,https://angel.co/company/simplifit,SimpliFit,"
Weight Loss for the 21st Century
",11/1/2013,San Francisco,Fitness,10-Jan,Seed,20000,getSimpliFit.com,6.567123288,3045.473509,0,0,5,20,27,28
332,Startup,https://angel.co/company/acorales,Acorales,"
Fitness and Health
",1/1/2014,Irvine,Fitness,10-Jan,Seed,10000,Wandri.com,6.4,1562.5,0,0,5,21,0,7
333,Startup,https://angel.co/company/runform-com,RUNform.com,"
Automatic video analyses of people in motion using just your smartphone
",4/1/2014,Europe,Fitness,10-Jan,Seed,50000,runform.com,6.153424658,8125.556545,0,0,5,0,0,0
334,Startup,https://angel.co/company/sportly-2,SPORTLY,"
the business booster for fitness professionals
",2/1/2015,Klagenfurt,Fitness,10-Jan,Closed,127650,sportly.co,5.315068493,24016.62371,0,0,5,1377,275,82
335,Startup,https://angel.co/company/motispark,MotiSpark,"
Personalized video nudges that keep people motivated
",4/1/2015,Los Angeles,Mental Health,10-Jan,Seed,225000,MotiSpark.com,5.153424658,43660.28708,0,0,5,55,247,203
336,Startup,https://angel.co/company/gomotive-1,GoMotive,"
Revolutionizing Rehab and Training
",12/1/2015,Seattle,Fitness,10-Jan,Seed,225000,gomotive.com,4.484931507,50167.99023,0,0,5,118,122,217
337,Startup,https://angel.co/company/classpass,ClassPass,"
One app for the best fitness classes
",7/1/2011,Sydney,Fitness,501-1000,Series C,84000000,classpass.com,8.906849315,9430944.325,1,1,750,31033,8157,58084
338,Startup,https://angel.co/company/care,Care.com,"
Offering an array of services that enable families to find, manage and pay for care
",6/1/2014,Austin,Bridging Online and Offline,201-500,IPO,154850000,care.com,5.98630137,25867391.3,1,1,350,0,0,0
339,Startup,https://angel.co/company/omada-health-1,Omada Health,"
Omada¬Æ empowers people to achieve their health goals, one step at a time
",9/1/2013,San Francisco,Therapeutics,201-500,Series C,71000000,omadahealth.com,6.734246575,10543124.49,1,1,350,0,0,0
340,Startup,https://angel.co/company/lark-3,Lark,"
Lark's AI digital care platform enables virtual management of diabetes and heart disease
",6/1/2013,Silicon Valley,Consumer Electronics,51-200,Series C,71700000,lark.com,6.98630137,10262941.18,1,1,125,551,1546,6214
341,Startup,https://angel.co/company/flatiron-health,Flatiron Health,"
 Accelerating cancer research and improving patient care
",9/1/2012,New York City,Health Care Information Technology,501-1000,Series A,328000000,flatiron.com,7.734246575,42408784.98,1,1,750,0,0,0
342,Startup,https://angel.co/company/remedy-partners,Remedy Partners,"
Powering the Potential of episodes & transforming healthcare
",9/1/2012,Norwalk,SaaS,501-1000,Acquired,85900000,remedypartners.com,7.734246575,11106447.04,1,1,750,0,0,0
343,Startup,https://angel.co/company/tracelink,TraceLink,"
We protect patients, enable health and ensure compliance
",1/1/2013,Rochester,Supply Chain Management,501-1000,Series C,80700000,tracelink.com,7.4,10905405.41,1,1,750,1144,443,1841
344,Startup,https://angel.co/company/grand-rounds,Grand Rounds,"
We raise the standard of healthcare for everyone, everywhere
",5/1/2013,Reno,Startups,501-1000,Series C,106000000,grandrounds.com,7.071232877,14990313.83,1,1,750,0,0,0
345,Startup,https://angel.co/company/ubiome,uBiome,"
Big Data from Bacteria
",3/1/2013,San Francisco,Big Data,201-500,Series C,104500000,ubiome.com,7.238356164,14436979.56,1,1,350,32334,18387,6351
346,Startup,https://angel.co/company/madison-reed,Madison Reed,"
At home hair color with ammonia free hair dye, that results in beautiful, healthy and natural hair
",5/1/2013,San Francisco,Retail Technology,201-500,Series C,70100000,madison-reed.com,7.071232877,9913405.657,1,1,350,0,0,0
347,Startup,https://angel.co/company/vestahealthcare,Vesta Healthcare,"
Improving medical outcomes/reducing costs by engaging caregivers through technology
",1/1/2014,Fort Worth,Technology,Nov-50,Series A,73500000,vestahealthcare.com,6.4,11484375,1,1,25,0,0,0
348,Startup,https://angel.co/company/patientpop,PatientPop,"
PatientPop drives results for practices with a platform designed for providers, focusing on growth
",2/1/2015,Santa Monica,B2B,201-500,Series B,75000000,patientpop.com,5.315068493,14110824.74,1,1,350,2766,1749,2644
349,Startup,https://angel.co/company/hinge-health,Hinge Health,"
Hinge health delivers best practice care that improves chronic pain without drugs or surgery
",3/1/2015,San Francisco,Fitness,51-200,Series C,125800000,hingehealth.com,5.238356164,24015167.36,1,1,125,0,0,0
350,Startup,https://angel.co/company/alto,Alto Pharmacy,"
Our mission: improve quality of life for everyone who needs medicine
",10/1/2015,Las Vegas,Healthcare Services,201-500,Series D,353000000,alto.com,4.652054795,75880447.59,1,1,350,0,0,0
351,Startup,https://angel.co/company/virta-health,Virta Health,"
The first and only clinically-proven treatment to reverse type 2 diabetes w/o drugs or surgery
",4/1/2016,San Francisco,Healthcare,51-200,Series C,175000000,virtahealth.com,4.150684932,42161716.17,1,1,125,0,0,0
352,Startup,https://angel.co/company/diagram-ventures,Diagram Ventures,"
A network of successful entrepreneurs and the transformational companies they create
",3/1/2016,Montr?©al-Nord,Insurance,Nov-50,Closed,85000000,diagram.ca,4.235616438,20067917.21,1,1,25,0,0,0
353,Startup,https://angel.co/company/drchrono,DrChrono,"
On a mission to fix healthcare
",2/1/2011,Sunnyvale,Medical Devices,51-200,Series A,48725000,drchrono.com,9.317808219,5229234.049,1,1,125,9659,10604,8087
354,Startup,https://angel.co/company/netpulse,Netpulse,"
Branded mobile apps for health clubs
",1/1/2013,San Francisco,Fitness,51-200,Series D,39300000,netpulse.com,7.4,5310810.811,1,1,125,5294,830,5501
355,Startup,https://angel.co/company/syapse,Syapse,"
Powering precision medicine with insights from a global oncology network
",2/1/2012,Radnor,Bioinformatics,51-200,Series C,59500000,syapse.com,8.317808219,7153326.746,1,1,125,1705,254,1676
356,Startup,https://angel.co/company/weave,Weave,"
Communication Platform for SMBs
",5/1/2012,Utah,Telephony,51-200,Series C,58000000,getweave.com,8.071232877,7186014.936,1,1,125,5059,2245,4534
357,Startup,https://angel.co/company/benchling,Benchling,"
Informatics platform to accelerate, measure, and forecast R&D from discovery through bioprocessing
",8/1/2012,San Francisco,Synthetic Biology,51-200,Series C,61900000,benchling.com,7.819178082,7916433.076,1,1,125,6224,1959,3347
358,Startup,https://angel.co/company/apixio,Apixio,"
Apixio's AI platform transforms disparate data into actionable knowledge in healthcare
",8/1/2012,San Mateo,Insurance,51-200,Series D,53401348,apixio.com,7.819178082,6829534.695,1,1,125,804,994,1151
359,Startup,https://angel.co/company/athos,Athos,"
Wearable fitness technology
",10/1/2012,Redwood City,Fitness,Nov-50,Seed,50700000,liveAthos.com,7.652054795,6625671.321,1,1,25,242,28,99
360,Startup,https://angel.co/company/evidation,Evidation Health,"
New ways to measure health in everyday life
",5/1/2013,San Mateo,Big Data,51-200,Series C,57200000,evidation.com,7.071232877,8089112.747,1,1,125,0,0,0
361,Startup,https://angel.co/company/stride-health,Stride,"
Find the best possible insurance plan at the lowest possible price
",8/1/2013,San Francisco,Personal Finance,51-200,Series B,38925000,stridehealth.com,6.819178082,5708165.93,1,1,125,30,0,0
362,Startup,https://angel.co/company/soothe,Soothe,"
Massage Delivered To You
",6/1/2014,Los Angeles,,10-Jan,Series B,47300000,soothe.com,5.98630137,7901372.998,1,1,5,4635,1871,5148
363,Startup,https://angel.co/company/limelight-health,Limelight Health,"
Underwriting & Rating platform for the Employee Benefits Industry
",3/1/2014,Des Moines,Insurance,51-200,Series B,44210000,limelighthealth.com,6.238356164,7086802.811,1,1,125,0,0,0
364,Startup,https://angel.co/company/amino-inc,Amino,"
Amino is a healthcare financial wellness benefit for mid-sized and large employers
",4/1/2014,San Francisco,Small and Medium Businesses,Nov-50,Seed,46150000,amino.com,6.153424658,7499888.691,1,1,25,0,0,0
365,Startup,https://angel.co/company/whoop,WHOOP,"
Whoop is a performance optimization system for elite athletes and teams
",7/1/2015,Boston,Fitness,51-200,Series C,47000000,whoop.com,4.904109589,9583798.883,1,1,125,20165,248,10919
366,Startup,https://angel.co/company/heal,Every.org,"
On-demand doctor house calls
",10/1/2014,-,Sharing Economy,51-200,Series B,48200000,heal.com,5.652054795,8527872.031,1,1,125,0,0,0
367,Startup,https://angel.co/company/elysium-health,Elysium Health,"
Our mission is to turn critical scientific advancements into accessible consumer products
",12/1/2014,New York City,Science,51-200,Series C,65000000,elysiumhealth.com,5.484931507,11850649.35,1,1,125,0,0,0
368,Startup,https://angel.co/company/hicleo,Cleo,"
Cleo is a family support system that employers offer to working parents
",10/1/2016,San Francisco,Families,51-200,Series B,40947605,hicleo.com,3.649315068,11220627.5,1,1,125,1878710,489,12047
369,Startup,https://angel.co/company/vineti,Vineti,"
Software that helps deliver advanced therapies to save lives 
",5/1/2016,San Francisco,Pharmaceuticals,51-200,Series A,47250000,vineti.com,4.068493151,11613636.36,1,1,125,6,0,14
370,Startup,https://angel.co/company/arcadia_io,Arcadia,"
Value Based Performance Management for Health Plans and Provider Groups Nationwide
",8/1/2016,Burlington,Information Services,201-500,Series A,43000000,arcadia.io,3.816438356,11267049.53,1,1,350,2823,489,3657
371,Startup,https://angel.co/company/fabricgenomics,Fabric Genomics,"
Global healthcare platform for genomics-driven precision medicine, proven AI algorithms
",7/1/2013,Oakland,Bioinformatics,Nov-50,Series B,23000000,fabricgenomics.com,6.904109589,3331349.206,1,1,25,0,0,0
